"Initiative Name","Item Name","PO Number","CMS Job No.","Total Quantity","Delivery Country","Quantity","No. of Pallets","Size of Pallet (h x w x d)","Assembled Product Size (h x w x d)","Outer Pack Size (h x w x d)","Artwork/Promotion","Claim","Artwork Version","Die Cut Version","Artwork Due date","Actual artwork received date","Artwork approved date","Requested Delivery date","Confirmed Delivery Date","Updated Delivery Date","Actual Date Delivered","CMS POD (Y/N)","GR (Y/N)","Invoiced (Y/N)","Labelling","Delivery Address","Booking In Details","Comments","Supplier","PDF downdloaded from Box.com","Approval from Box.com","Status","Orderer","Unit Cost (EUR)","Order Total (EUR)"
"Spoons 2.0 2016","Pallet Roll","","","","FraBeNeLux Cluster","180","","","""Image size: 980mm x 300mm
Roll length: 19,600mm (19.6m) = 20 images long.""
","Unknown - not been produced.
","","","","","2015-08-28T11:00:00Z","2015-9-11 17:0","","2015-11-16T12:00:00Z","","","","","","","","Belgium: Schenker","","","","","","ORDER SUBMITTED","Laurent.Friedmann@kellogg.com","58.90","10602.00"
"Spoons 2.0 2016","Pallet Roll","","","","FraBeNeLux Cluster","340","","","""Image size: 980mm x 300mm
Roll length: 19,600mm (19.6m) = 20 images long.""
","Unknown - not been produced.
","","","","","2015-08-28T11:00:00Z","2015-9-11 17:0","","2015-11-16T12:00:00Z","","","","","","","","France: SOFTMARKETING","","","","","","ORDER SUBMITTED","Laurent.Friedmann@kellogg.com","58.90","20026.00"
"Spoons 2.0 2016","Pallet Roll","","","","FraBeNeLux Cluster","9","","","""Image size: 980mm x 300mm
Roll length: 19,600mm (19.6m) = 20 images long.""
","Unknown - not been produced.
","","","","","2015-08-28T11:00:00Z","2015-9-11 17:0","","2015-11-16T12:00:00Z","","","","","","","","Netherlands: Schenker","","","","","","ORDER SUBMITTED","Laurent.Friedmann@kellogg.com","58.90","530.10"
"Spoons 2.0 2016","Pancarte","","","","FraBeNeLux Cluster","680","","","975mm (w) x 500mm (h)","TBC","","","","","2015-08-28T11:00:00Z","2015-9-11 17:0","","2015-11-16T12:00:00Z","","","","","","","","France: SOFTMARKETING","","","","","","ORDER SUBMITTED","Laurent.Friedmann@kellogg.com","11.20","7616.00"
"Spoons 2.0 2016","Posters - with DS tape - 780 x 980mm","","","","FraBeNeLux Cluster","680","","","700 x 980mm","TBC","","","","","2015-08-28T11:00:00Z","2015-9-11 17:0","","2015-11-16T12:00:00Z","","","","","","","","France: SOFTMARKETING","","","","","","ORDER SUBMITTED","Laurent.Friedmann@kellogg.com","2.47","1679.60"
"Spoons 2.0 2016","Single cereal FSDU (1 wide) ","","","","FraBeNeLux Cluster","300","","","1400mm x 280mm x 300mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-11 17:0","","2015-11-16T12:00:00Z","","","","","","","","Netherlands: Schenker","","","","","","ORDER SUBMITTED","Laurent.Friedmann@kellogg.com","11.44","3432.00"
"Spoons 2.0 2016","Spoons 2 Glorifier","","","","FraBeNeLux Cluster","120","","","1500mm x 500mm x 250mm
","780mm x 70mm x 830mm
","","","","","2015-08-28T11:00:00Z","2015-9-11 17:0","","2015-11-16T12:00:00Z","","","","","","","","Belgium: Schenker","","","","","","ORDER SUBMITTED","Laurent.Friedmann@kellogg.com","42.14","5056.80"
"Spoons 2.0 2016","Spoons 2 Glorifier","","","","FraBeNeLux Cluster","170","","","1500mm x 500mm x 250mm
","780mm x 70mm x 830mm
","","","","","2015-08-28T11:00:00Z","2015-9-11 17:0","","2015-11-16T12:00:00Z","","","","","","","","Netherlands: Schenker","","","","","","ORDER SUBMITTED","Laurent.Friedmann@kellogg.com","42.14","7163.80"
"Spoons 2.0 2016","Spoons 2 Glorifier","","","","FraBeNeLux Cluster","340","","","1500mm x 500mm x 250mm
","780mm x 70mm x 830mm
","","","","","2015-08-28T11:00:00Z","2015-9-11 17:0","","2015-11-16T12:00:00Z","","","","","","","","France: SOFTMARKETING","","","","","","ORDER SUBMITTED","Laurent.Friedmann@kellogg.com","42.14","14327.60"
"Spoons 2.0 2016","Wobbler","","","","FraBeNeLux Cluster","1200","","","120mm x 120mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-11 17:0","","2015-11-16T12:00:00Z","","","","","","","","Belgium: Belgicastraat","","","","","","ORDER SUBMITTED","Laurent.Friedmann@kellogg.com","0.89","1068.00"
"Spoons 2.0 2016","Wobbler","","","","FraBeNeLux Cluster","6800","","","120mm x 120mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-11 17:0","","2015-11-16T12:00:00Z","","","","","","","","France: SOFTMARKETING","","","","","","ORDER SUBMITTED","Laurent.Friedmann@kellogg.com","0.89","6052.00"
"Spoons 2.0 2016","1/2 pallet FSDU (3 layers and 4 facings)","","","","MedMea Cluster","10","","","830mm x 800mm x 600mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Greece: Atlanta SA","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","21.06","210.60"
"Spoons 2.0 2016","1/2 pallet FSDU (3 layers and 4 facings)","","","","MedMea Cluster","30","","","830mm x 800mm x 600mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","21.06","631.80"
"Spoons 2.0 2016","1/2 pallet FSDU (3 layers and 4 facings)","","","","MedMea Cluster","6","","","830mm x 800mm x 600mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","21.06","126.36"
"Spoons 2.0 2016","1/4 pallet FSDU (3  wide) WITHOUT PRIMIA","","","","MedMea Cluster","10","","","1470mm x 600mm x 400mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","31.08","310.80"
"Spoons 2.0 2016","1/4 pallet FSDU (3  wide) WITHOUT PRIMIA","","","","MedMea Cluster","180","","","1470mm x 600mm x 400mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","31.08","5594.40"
"Spoons 2.0 2016","1/4 pallet FSDU (3  wide) WITHOUT PRIMIA","","","","MedMea Cluster","250","","","1470mm x 600mm x 400mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Greece: Atlanta SA","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","31.08","7770.00"
"Spoons 2.0 2016","1/4 pallet with shelf for snacks (if snacks are included in the activation) ","","","","MedMea Cluster","15","","","1470mm x 600mm x 400mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","24.95","374.25"
"Spoons 2.0 2016","Aisle fin","","","","MedMea Cluster","50","","","600mm (h) x 160mm (w)
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","2.88","144.00"
"Spoons 2.0 2016","Corner Board - 4 per set","","","","MedMea Cluster","5","","","900mm x 300mm x 300mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Greece: Atlanta SA","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","11.99","59.95"
"Spoons 2.0 2016","Display Flag","","","","MedMea Cluster","10","","","1184mm x 200mm
","1190mm x 330mm x 5mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","2.81","28.10"
"Spoons 2.0 2016","Dunnes Gondola End Kits (2 Side Panels + Header Board) (ROI)","","","","MedMea Cluster","20","","","""Header: 385mm (h) x 645mm (w)
Side Panel: 1730mm (h) x 395mm (w)""
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Greece: Atlanta SA","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","15.20","304.00"
"Spoons 2.0 2016","Dunnes Gondola End Kits (2 Side Panels + Header Board) (ROI)","","","","MedMea Cluster","8","","","""Header: 385mm (h) x 645mm (w)
Side Panel: 1730mm (h) x 395mm (w)""
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","15.20","121.60"
"Spoons 2.0 2016","Full Pallet wrap GB","","","","MedMea Cluster","6","","","1450mm x 1200mm x 1000mm","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","100.60","603.60"
"Spoons 2.0 2016","Pallet Front (""Bus"")","","","","MedMea Cluster","6","","","1500mm x 1000mm X 600mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","70.13","420.78"
"Spoons 2.0 2016","Pallet Roll","","","","MedMea Cluster","1","","","""Image size: 980mm x 300mm
Roll length: 19,600mm (19.6m) = 20 images long.""
","Unknown - not been produced.
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Greece: Atlanta SA","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","58.90","58.90"
"Spoons 2.0 2016","Pallet Roll","","","","MedMea Cluster","10","","","""Image size: 980mm x 300mm
Roll length: 19,600mm (19.6m) = 20 images long.""
","Unknown - not been produced.
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","58.90","589.00"
"Spoons 2.0 2016","Pallet Shroud with Header Board (ROI)","","","","MedMea Cluster","5","","","""Overall: 1620mm(h) X 1200mm(w) X 1000mm(d)
Header:  997mm x1392mm
Sides: 1220mm x 1140mm (x2)
Front/Back: 1220m x 1220mm (x2)""
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","82.27","411.35"
"Spoons 2.0 2016","Pallet Sign","","","","MedMea Cluster","25","","","Tag 320mm x 314mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","2.29","57.25"
"Spoons 2.0 2016","Single cereal FSDU (1 wide) ","","","","MedMea Cluster","400","","","1400mm x 280mm x 300mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Greece: Atlanta SA","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","11.44","4576.00"
"Spoons 2.0 2016","Single cereal FSDU (1 wide) ","","","","MedMea Cluster","80","","","1400mm x 280mm x 300mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","11.44","915.20"
"Spoons 2.0 2016","Spoons 2 Glorifier","","","","MedMea Cluster","10","","","1500mm x 500mm x 250mm
","780mm x 70mm x 830mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Greece: Atlanta SA","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","42.14","421.40"
"Spoons 2.0 2016","Spoons 2 Glorifier","","","","MedMea Cluster","2","","","1500mm x 500mm x 250mm
","780mm x 70mm x 830mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","42.14","84.28"
"Spoons 2.0 2016","SuperValue Gondola End Kits (2 Side Panels + Header Board) (ROI)","","","","MedMea Cluster","6","","","Header: 410mm (h) x 800mm (w)
Side Panel: 1729mm (h) x 295mm (w)
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","24.30","145.80"
"Spoons 2.0 2016","Wobbler","","","","MedMea Cluster","1000","","","120mm x 120mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Greece: Atlanta SA","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","0.89","890.00"
"Spoons 2.0 2016","Wobbler","","","","MedMea Cluster","250","","","120mm x 120mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","0.89","222.50"
"Spoons 2.0 2016","Wobbler","","","","MedMea Cluster","750","","","120mm x 120mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-16 13:20","","2015-11-16T12:00:00Z","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","ORDER SUBMITTED","robert.radford@kellogg.com","0.89","667.50"
"Spoons 2.0 2016","1/2 pallet FSDU (3 layers and 4 facings)","","","","Northern Europe Cluster","600","","","830mm x 800mm x 600mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Finland: Move Elevator GmbH & Co","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","21.06","12636.00"
"Spoons 2.0 2016","Display Flag","","","","Northern Europe Cluster","1000","","","1184mm x 200mm
","1190mm x 330mm x 5mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Sweden: Move Elevator GmbH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","2.81","2810.00"
"Spoons 2.0 2016","Display Flag","","","","Northern Europe Cluster","1000","","","1184mm x 200mm
","1190mm x 330mm x 5mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Switzerland: Move Elevator GmbH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","2.81","2810.00"
"Spoons 2.0 2016","Display Flag","","","","Northern Europe Cluster","500","","","1184mm x 200mm
","1190mm x 330mm x 5mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Austria: Move Elevator GmBH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","2.81","1405.00"
"Spoons 2.0 2016","Display Flag","","","","Northern Europe Cluster","500","","","1184mm x 200mm
","1190mm x 330mm x 5mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Norway: Move Elevator GmbH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","2.81","1405.00"
"Spoons 2.0 2016","Display Flag","","","","Northern Europe Cluster","600","","","1184mm x 200mm
","1190mm x 330mm x 5mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Finland: Move Elevator GmbH & Co","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","2.81","1686.00"
"Spoons 2.0 2016","Display Flag","","","","Northern Europe Cluster","6000","","","1184mm x 200mm
","1190mm x 330mm x 5mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Germany: Move Elevator GmbH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","2.81","16860.00"
"Spoons 2.0 2016","Display Flag","","","","Northern Europe Cluster","900","","","1184mm x 200mm
","1190mm x 330mm x 5mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Denmark: Move Elevator GmbH & Co","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","2.81","2529.00"
"Spoons 2.0 2016","Pallet Sign","","","","Northern Europe Cluster","1000","","","Tag 320mm x 314mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Germany: Move Elevator GmbH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","2.29","2290.00"
"Spoons 2.0 2016","Pallet Sign","","","","Northern Europe Cluster","120","","","Tag 320mm x 314mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Finland: Move Elevator GmbH & Co","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","2.29","274.80"
"Spoons 2.0 2016","Pallet Sign","","","","Northern Europe Cluster","120","","","Tag 320mm x 314mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Norway: Move Elevator GmbH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","2.29","274.80"
"Spoons 2.0 2016","Pallet Sign","","","","Northern Europe Cluster","140","","","Tag 320mm x 314mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Austria: Move Elevator GmBH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","2.29","320.60"
"Spoons 2.0 2016","Pallet Sign","","","","Northern Europe Cluster","200","","","Tag 320mm x 314mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Denmark: Move Elevator GmbH & Co","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","2.29","458.00"
"Spoons 2.0 2016","Pallet Sign","","","","Northern Europe Cluster","400","","","Tag 320mm x 314mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Switzerland: Move Elevator GmbH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","2.29","916.00"
"Spoons 2.0 2016","Pallet Sign","","","","Northern Europe Cluster","500","","","Tag 320mm x 314mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Sweden: Move Elevator GmbH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","2.29","1145.00"
"Spoons 2.0 2016","Totem/Standee WITHOUT Product","","","","Northern Europe Cluster","150","","","1500mm x 500mm
","Must not exceed 900mm x 900mm x 172mm

","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Sweden: Move Elevator GmbH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","12.19","1828.50"
"Spoons 2.0 2016","Totem/Standee WITHOUT Product","","","","Northern Europe Cluster","150","","","1500mm x 500mm
","Must not exceed 900mm x 900mm x 172mm

","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Switzerland: Move Elevator GmbH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","12.19","1828.50"
"Spoons 2.0 2016","Totem/Standee WITHOUT Product","","","","Northern Europe Cluster","350","","","1500mm x 500mm
","Must not exceed 900mm x 900mm x 172mm

","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Germany: Move Elevator GmbH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","12.19","4266.50"
"Spoons 2.0 2016","Totem/Standee WITHOUT Product","","","","Northern Europe Cluster","40","","","1500mm x 500mm
","Must not exceed 900mm x 900mm x 172mm

","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Finland: Move Elevator GmbH & Co","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","12.19","487.60"
"Spoons 2.0 2016","Totem/Standee WITHOUT Product","","","","Northern Europe Cluster","50","","","1500mm x 500mm
","Must not exceed 900mm x 900mm x 172mm

","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Austria: Move Elevator GmBH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","12.19","609.50"
"Spoons 2.0 2016","Totem/Standee WITHOUT Product","","","","Northern Europe Cluster","50","","","1500mm x 500mm
","Must not exceed 900mm x 900mm x 172mm

","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Norway: Move Elevator GmbH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","12.19","609.50"
"Spoons 2.0 2016","Totem/Standee WITHOUT Product","","","","Northern Europe Cluster","60","","","1500mm x 500mm
","Must not exceed 900mm x 900mm x 172mm

","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Denmark: Move Elevator GmbH & Co","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","12.19","731.40"
"Spoons 2.0 2016","Wobbler","","","","Northern Europe Cluster","120","","","120mm x 120mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Finland: Move Elevator GmbH & Co","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","0.89","106.80"
"Spoons 2.0 2016","Wobbler","","","","Northern Europe Cluster","120","","","120mm x 120mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Norway: Move Elevator GmbH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","0.89","106.80"
"Spoons 2.0 2016","Wobbler","","","","Northern Europe Cluster","1200","","","120mm x 120mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Germany: Move Elevator GmbH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","0.89","1068.00"
"Spoons 2.0 2016","Wobbler","","","","Northern Europe Cluster","140","","","120mm x 120mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Sweden: Move Elevator GmbH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","0.89","124.60"
"Spoons 2.0 2016","Wobbler","","","","Northern Europe Cluster","140","","","120mm x 120mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Switzerland: Move Elevator GmbH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","0.89","124.60"
"Spoons 2.0 2016","Wobbler","","","","Northern Europe Cluster","180","","","120mm x 120mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Denmark: Move Elevator GmbH & Co","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","0.89","160.20"
"Spoons 2.0 2016","Wobbler","","","","Northern Europe Cluster","50","","","120mm x 120mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 15:53","","2015-11-16T12:00:00Z","","","","","","","","Austria: Move Elevator GmBH & Co.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","0.89","44.50"
"Spoons 2.0 2016","1/4 pallet FSDU (3  wide) WITH 2 PRIMIA","","","","Southern Europe Cluster","100","","","1470mm x 600mm x 400mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-23 12:19","","2015-11-16T12:00:00Z","","","","","","","","Italy: DHL Supply Chain Italy","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","35.08","3508.00"
"Spoons 2.0 2016","1/4 pallet FSDU (3  wide) WITH 2 PRIMIA","","","","Southern Europe Cluster","300","","","1470mm x 600mm x 400mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-23 12:19","","2015-11-16T12:00:00Z","","","","","","","","Portugal: DLS - Luis Simões Logistica Integrada","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","35.08","10524.00"
"Spoons 2.0 2016","Corner Board - 4 per set","","","","Southern Europe Cluster","500","","","900mm x 300mm x 300mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-23 12:19","","2015-11-16T12:00:00Z","","","","","","","","Italy: DHL Supply Chain Italy","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","11.99","5995.00"
"Spoons 2.0 2016","Dunnes Gondola End Kits (2 Side Panels + Header Board) (ROI)","","","","Southern Europe Cluster","50","","","""Header: 385mm (h) x 645mm (w)
Side Panel: 1730mm (h) x 395mm (w)""
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-23 12:19","","2015-11-16T12:00:00Z","","","","","","","","Portugal: DLS - Luis Simões Logistica Integrada","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","15.20","760.00"
